date,open,high,low,close,Some, volume
2020-07-02,66.699997,67.540001,66.500000,67.080002,64.608376,3217733
2020-07-03,67.269997,67.370003,66.400002,66.680000,64.223114,1676179
2020-07-06,67.879997,68.120003,66.610001,67.059998,64.589104,2358641
2020-07-07,65.860001,65.930000,62.290001,63.750000,61.401070,6030072
2020-07-08,63.220001,63.770000,62.740002,63.290001,60.958019,2978987
2020-07-09,63.320000,64.410004,62.500000,63.340000,61.006176,2643108
2020-07-10,62.480000,63.810001,62.349998,63.700001,61.352913,2296083
2020-07-13,64.489998,64.760002,64.080002,64.500000,62.123436,2638430
2020-07-14,63.799999,64.419998,63.580002,64.000000,61.641857,2296859
2020-07-15,64.410004,64.699997,63.779999,64.019997,61.661118,3476271
2020-07-16,63.590000,63.820000,62.799999,63.020000,60.697968,2913026
2020-07-17,63.029999,63.340000,62.939999,63.000000,60.678703,2869662
2020-07-20,62.500000,62.680000,61.410000,62.250000,59.956337,3660513
2020-07-21,63.500000,63.580002,62.200001,62.439999,60.139336,3306184
2020-07-22,62.240002,62.400002,60.230000,60.680000,58.444187,3615316
2020-07-23,61.130001,61.869999,60.970001,61.650002,59.378448,2930224
2020-07-24,61.029999,61.430000,60.360001,60.689999,58.453815,2414684
2020-07-27,60.119999,60.139999,59.180000,59.250000,57.066875,3223031
2020-07-28,59.259998,59.970001,58.380001,58.900002,56.729774,3317336
2020-07-29,58.970001,59.430000,58.410000,58.490002,56.334881,2277007
2020-07-30,58.259998,58.279999,56.250000,56.580002,54.495255,4048665
2020-07-31,56.450001,57.490002,56.080002,56.240002,54.167782,3480881
2020-08-03,56.759998,58.759998,56.599998,58.470001,56.315617,3471216
2020-08-04,58.570000,58.639999,56.150002,57.049999,54.947937,4337153
2020-08-05,57.529999,57.660000,55.820000,56.139999,54.071465,3541864
2020-08-06,56.009998,57.160000,55.799999,55.930000,53.869205,3403786
2020-08-07,56.000000,56.060001,55.060001,55.970001,53.907730,2758782
2020-08-10,56.349998,56.790001,55.820000,56.580002,54.495255,1942067
2020-08-11,57.000000,58.230000,56.770000,57.750000,55.622143,3014999
2020-08-12,57.820000,58.189999,57.220001,57.939999,55.805141,2543424
2020-08-13,58.090000,58.250000,57.320000,57.619999,55.496933,1645233
2020-08-14,57.310001,57.529999,56.560001,56.959999,54.861252,2180232
2020-08-17,56.810001,57.430000,56.270000,57.270000,55.159832,1597213
2020-08-18,57.119999,57.610001,56.509998,57.070000,54.967201,2301633
2020-08-19,56.860001,57.970001,56.639999,57.970001,55.834038,1460083
2020-08-20,57.349998,57.470001,56.660000,56.660000,54.572308,1990171
2020-08-21,56.900002,57.150002,56.099998,56.330002,54.254467,2768839
2020-08-24,56.910000,58.490002,56.910000,57.980000,55.843670,2536362
2020-08-25,58.599998,59.549999,57.730000,57.730000,55.602882,2290717
2020-08-26,57.590000,58.000000,57.340000,57.540001,55.419884,1584737
2020-08-27,57.599998,57.830002,56.450001,56.540001,54.456730,2446392
2020-08-28,56.200001,56.410000,54.500000,55.029999,53.002365,5171502
2020-08-31,55.419998,56.180000,55.150002,55.540001,53.493576,2904953
2020-09-01,56.000000,57.000000,55.310001,55.490002,53.445419,3035464
2020-09-02,55.689999,56.270000,55.349998,56.270000,54.196678,2716064
2020-09-03,56.500000,57.220001,55.200001,55.220001,53.185368,3480881
2020-09-04,55.000000,55.500000,53.900002,54.279999,52.279999,4180597
2020-09-07,54.700001,55.540001,54.180000,55.509998,53.464680,1999385
2020-09-08,55.580002,56.020000,54.650002,55.009998,52.983101,2784137
2020-09-09,55.040001,55.779999,54.779999,55.599998,53.551361,2282853
2020-09-10,55.400002,55.619999,54.970001,55.099998,53.069786,2741458
2020-09-11,55.220001,56.610001,54.630001,55.389999,53.349102,3514200
2020-09-14,55.919998,56.099998,55.029999,55.310001,53.272049,1978470
2020-09-15,55.709999,57.389999,55.630001,56.820000,54.726410,3721045
2020-09-16,56.849998,57.000000,55.889999,56.459999,54.379677,2739387
2020-09-17,56.000000,56.849998,55.570000,56.720001,54.630096,2171082
2020-09-18,56.830002,57.700001,56.639999,57.220001,55.111675,7344395
2020-09-21,56.930000,56.980000,53.810001,53.860001,51.875477,5164649
2020-09-22,54.169998,54.639999,53.860001,53.860001,51.875477,2737425
2020-09-23,54.250000,55.599998,54.250000,54.959999,52.934944,2277298
2020-09-24,54.520000,54.959999,54.240002,54.410000,52.405209,2030543
2020-09-25,54.660000,54.759998,53.049999,53.470001,51.499847,3337730
2020-09-28,54.500000,54.700001,53.980000,54.209999,52.212578,2816073
2020-09-29,53.990002,54.180000,53.250000,53.509998,51.538368,2114410
2020-09-30,53.049999,54.099998,52.849998,53.310001,51.345741,2502977
2020-10-01,47.900002,48.520000,46.340000,46.340000,44.632557,20325159
2020-10-02,46.220001,46.299999,43.869999,44.935001,43.279327,11571457
2020-10-05,45.700001,46.869999,44.990002,46.770000,45.046715,5490290
2020-10-06,47.029999,47.169998,46.160000,46.299999,44.594028,4102295
2020-10-07,46.160000,46.549999,44.965000,45.299999,43.630875,4767291
2020-10-08,45.615002,46.770000,45.345001,46.314999,44.608479,4722838
2020-10-09,46.244999,47.075001,46.189999,46.730000,45.008186,3390510
2020-10-12,46.794998,47.000000,46.130001,46.360001,44.651821,2646398
2020-10-13,45.849998,45.910000,44.750000,44.750000,43.101143,4619885
2020-10-14,44.980000,45.020000,44.075001,44.325001,42.691803,3750904
2020-10-15,44.049999,44.185001,43.180000,44.110001,42.484726,5305915
2020-10-16,44.230000,44.970001,43.904999,44.810001,43.158932,5245029
2020-10-19,44.900002,45.165001,44.154999,44.330002,42.696621,2461100
2020-10-20,44.000000,44.349998,43.535000,43.619999,42.012775,3116377
2020-10-21,43.500000,43.580002,42.470001,42.500000,40.934044,5096131
2020-10-22,42.180000,42.424999,41.509998,42.330002,40.770309,4219432
2020-10-23,42.209999,42.889999,41.974998,42.424999,40.861809,3210078
2020-10-26,42.250000,43.270000,41.880001,42.555000,40.987019,3902961
2020-10-27,42.930000,42.939999,41.689999,41.910000,40.365784,3777683
2020-10-28,41.599998,41.875000,40.294998,40.705002,39.205185,6156789
2020-10-29,40.799999,41.270000,40.325001,40.785000,39.282238,5474328
2020-10-30,40.119999,40.500000,39.910000,40.360001,38.872898,5580918
2020-11-02,40.865002,41.919998,40.340000,41.805000,40.264652,4187513
2020-11-03,41.000000,41.959999,40.645000,41.959999,40.413940,5227566
2020-11-04,41.360001,44.055000,41.060001,43.750000,42.137989,6048478
2020-11-05,44.200001,44.264999,43.384998,43.794998,42.181328,4014282
2020-11-06,43.709999,43.955002,42.520000,42.744999,41.170017,4114915
2020-11-09,43.205002,46.939999,42.730000,46.174999,44.473637,11428009
2020-11-10,46.485001,47.985001,45.730000,47.590000,45.836498,7190260
2020-11-11,47.785000,48.139999,46.880001,48.095001,46.322895,3977874
2020-11-12,47.650002,48.125000,47.055000,47.470001,45.720921,3282854
2020-11-13,47.474998,47.990002,47.055000,47.689999,45.932816,3404925
2020-11-16,48.314999,49.180000,47.645000,47.785000,46.024315,4584874
2020-11-17,47.805000,48.009998,47.115002,47.665001,45.908737,2549962
2020-11-18,47.599998,47.630001,46.805000,47.470001,45.720921,2725938
2020-11-19,46.900002,47.180000,46.259998,46.395000,44.685532,3537630
2020-11-20,46.299999,47.910000,46.285000,47.895000,46.130260,4592054
2020-11-23,48.000000,48.430000,47.459999,47.610001,45.855762,3079401
2020-11-24,47.715000,49.084999,47.715000,48.685001,46.891155,3492135
2020-11-25,49.360001,49.695000,48.715000,49.145000,47.334206,4262711
2020-11-26,49.470001,49.520000,48.994999,49.205002,47.391994,1749584
2020-11-27,49.160000,49.660000,48.750000,49.509998,47.685753,2979289
2020-11-30,49.404999,49.455002,48.270000,48.270000,46.491444,5577556
2020-12-01,48.650002,49.355000,48.605000,48.674999,46.881519,2841186
2020-12-02,48.669998,48.669998,47.369999,47.825001,46.062843,3593602
2020-12-03,47.860001,48.005001,47.435001,47.744999,45.985786,2305382
2020-12-04,47.834999,48.340000,47.720001,47.779999,46.019497,3297169
2020-12-07,48.000000,48.009998,47.119999,47.165001,45.427158,2993769
2020-12-08,47.000000,47.200001,46.480000,47.189999,45.451237,3417669
2020-12-09,47.320000,47.805000,47.150002,47.439999,45.692024,2787776
2020-12-10,47.505001,47.685001,46.990002,47.419998,45.672760,2278877
2020-12-11,47.049999,47.180000,46.320000,46.445000,44.733688,3359104
2020-12-14,46.700001,47.285000,46.590000,47.160000,45.422344,2497671
2020-12-15,46.945000,47.485001,46.869999,47.125000,45.388634,2352889
2020-12-16,47.270000,49.549999,47.150002,49.299999,47.483494,4706107
2020-12-17,49.799999,49.950001,49.084999,49.084999,47.276413,4225524
2020-12-18,49.099998,50.139999,48.904999,49.049999,47.242702,8156089
2020-12-21,48.410000,48.500000,46.619999,46.814999,45.090054,4789688
2020-12-22,47.150002,48.474998,47.080002,48.240002,46.462551,2729823
2020-12-23,48.450001,48.779999,48.125000,48.180000,46.404762,1719175
2020-12-28,49.099998,49.365002,48.525002,48.580002,46.790024,1936549
2020-12-29,48.919998,49.020000,48.340000,48.540001,46.751495,2217064
2020-12-30,48.700001,48.755001,48.154999,48.154999,46.380680,1497735
2021-01-04,49.000000,49.950001,48.980000,49.290001,47.473862,2919926
2021-01-05,49.200001,50.189999,49.060001,49.474998,47.652042,3280433
2021-01-06,49.884998,52.130001,49.570000,51.430000,49.535011,4992743
2021-01-07,53.070000,53.290001,52.060001,52.320000,50.392220,6096518
2021-01-08,52.820000,53.029999,51.330002,51.500000,49.602432,4615110
2021-01-11,51.419998,51.430000,50.830002,50.990002,49.111225,3010116
2021-01-12,51.099998,51.209999,50.340000,50.340000,48.485172,3536006
2021-01-13,50.299999,52.689999,50.299999,52.599998,50.661900,4067829
2021-01-14,52.770000,53.070000,52.400002,52.689999,50.748585,3318258
2021-01-15,52.419998,53.160000,51.869999,52.250000,50.324799,4524359
2021-01-18,51.919998,52.669998,51.500000,52.630001,50.690796,2167814
2021-01-19,53.200001,53.730000,52.910000,53.009998,51.056793,3207911
2021-01-20,53.049999,53.759998,52.869999,53.700001,51.721371,2857446
2021-01-21,54.000000,54.799999,52.840000,52.840000,50.893059,3713528
2021-01-22,52.619999,52.849998,51.980000,52.360001,50.430744,2981511
2021-01-25,52.840000,52.900002,50.730000,51.490002,49.592800,3455580
2021-01-26,51.200001,52.299999,51.200001,51.820000,49.910641,2610763
2021-01-27,51.669998,51.799999,49.705002,50.090000,48.244385,4719756
2021-01-28,49.610001,51.299999,49.555000,50.950001,49.072697,3877747
2021-01-29,50.099998,50.910000,49.610001,49.915001,48.075832,4191653
2021-02-01,50.380001,51.009998,49.895000,50.500000,48.639278,2646334
2021-02-02,50.900002,51.799999,50.740002,51.259998,49.371273,3031769
2021-02-03,51.730000,51.930000,51.259998,51.520000,49.621696,2397436
2021-02-04,54.250000,54.560001,53.439999,54.259998,52.260735,7155200
2021-02-05,54.500000,56.669998,54.180000,55.799999,53.743992,6065968
2021-02-08,56.840000,56.840000,55.320000,55.320000,53.281681,3746394
2021-02-09,55.299999,55.950001,54.820000,55.119999,53.089050,2550584
2021-02-10,55.250000,55.320000,53.500000,54.099998,52.106632,3161110
2021-02-11,54.060001,54.450001,53.799999,54.000000,52.010319,2231473
2021-02-12,53.750000,53.950001,53.240002,53.950001,51.962158,2485306
2021-02-15,54.400002,55.080002,54.119999,54.810001,52.790474,2269807
2021-02-16,55.029999,55.279999,54.340000,54.549999,52.540051,2447054
2021-02-17,54.360001,54.610001,53.959999,53.980000,51.991055,2514282
2021-02-18,53.869999,54.240002,53.110001,53.110001,51.153111,2842984
2021-02-19,52.900002,53.970001,52.570000,53.910000,51.923634,2910537
2021-02-22,53.669998,53.990002,53.080002,53.770000,51.788792,1985273
2021-02-23,54.020000,54.169998,52.990002,53.340000,51.374634,2672719
2021-02-24,53.349998,55.480000,53.200001,55.110001,53.079418,3121057
2021-02-25,54.500000,55.029999,50.060001,51.590000,49.689117,9199074
2021-02-26,50.810001,52.240002,50.009998,50.119999,48.273277,7097729
2021-03-01,50.730000,52.490002,50.709999,52.340000,50.411480,4364996
2021-03-02,52.040001,53.029999,51.869999,52.060001,50.141800,2733630
2021-03-03,52.119999,52.799999,51.029999,51.619999,49.718010,3103140
2021-03-04,51.130001,52.040001,51.119999,51.840000,49.929905,2365335
2021-03-05,51.669998,51.990002,51.279999,51.590000,49.689117,2610518
2021-03-08,52.000000,53.279999,51.720001,53.150002,51.191639,3364364
2021-03-09,53.200001,53.689999,53.049999,53.049999,51.095322,3337639
2021-03-10,53.250000,55.290001,53.139999,54.459999,52.453365,4708329
2021-03-11,54.779999,54.779999,52.009998,52.430000,50.498165,6728584
2021-03-12,52.500000,53.250000,52.310001,52.950001,50.999004,3171262
2021-03-15,53.139999,53.580002,52.560001,52.990002,51.037533,2842975
2021-03-16,53.279999,53.439999,52.860001,52.910000,50.960480,2698813
2021-03-17,52.740002,53.040001,52.410000,52.810001,50.864166,2305856
2021-03-18,52.810001,53.950001,52.740002,53.770000,51.788792,3739491
2021-03-19,54.279999,54.279999,53.380001,53.400002,51.432426,6236009
2021-03-22,53.520000,53.830002,53.099998,53.279999,51.316845,2309745
2021-03-23,53.400002,54.299999,53.279999,54.150002,52.154793,3337512
2021-03-24,53.900002,53.930000,53.279999,53.650002,51.673214,2455475
2021-03-25,53.299999,53.709999,52.880001,53.209999,51.249424,2482617
2021-03-26,53.099998,53.950001,53.090000,53.209999,51.249424,2309482
2021-03-29,53.580002,53.660000,52.930000,53.360001,51.393898,2289355
2021-03-30,53.509998,53.810001,53.070000,53.750000,51.769527,2370698
2021-03-31,53.759998,54.209999,53.500000,53.959999,51.971790,2977151
2021-04-01,53.970001,54.090000,53.220001,53.230000,51.268688,3641900
2021-04-06,53.400002,54.259998,53.279999,53.779999,51.798424,3632619
2021-04-07,53.779999,54.099998,53.509998,53.509998,51.538368,2561319
2021-04-08,53.680000,53.779999,53.009998,53.360001,51.393898,3148078
2021-04-09,53.250000,53.700001,53.139999,53.340000,51.374634,2402907
2021-04-12,53.500000,53.610001,52.939999,52.939999,50.989372,2426187
2021-04-13,52.950001,53.189999,52.570000,52.950001,50.999004,3148647
2021-04-14,53.000000,53.070000,52.599998,52.900002,50.950848,2522430
2021-04-15,52.900002,53.160000,52.590000,52.880001,50.931587,3072583
2021-04-16,52.939999,54.150002,52.930000,54.000000,52.010319,4958464
2021-04-19,54.099998,55.520000,53.959999,54.959999,52.934944,4757318
2021-04-20,54.990002,55.320000,54.130001,54.139999,52.145157,3928741
2021-04-21,54.389999,56.040001,54.250000,55.849998,53.792149,4668969
2021-04-22,56.000000,56.139999,55.349998,55.689999,53.638046,2774030
2021-04-23,55.610001,55.650002,53.889999,54.529999,52.520786,3715344
2021-04-26,54.939999,55.299999,54.570000,54.830002,52.809738,2199004
2021-04-27,54.900002,54.980000,54.189999,54.279999,52.279999,3353678
2021-04-28,52.900002,53.480000,52.360001,53.450001,53.450001,4166723
2021-04-29,53.520000,53.709999,52.910000,53.150002,53.150002,2348607
2021-04-30,53.490002,54.400002,53.360001,53.820000,53.820000,3838529
2021-05-03,54.009998,54.119999,53.509998,53.680000,53.680000,390004
